CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C12418,5925.120611,1,1763.89,258.43,1505.46,0,1,0.25,1,0,0,195,6500,2557.841292,2268.544117,0,12
C12422,8356.277203,1,983.24,983.24,0,2329.181013,0.166667,0.166667,0,0.333333,7,4,14000,3468.13596,2412.958258,0,12
C12423,929.115076,1,611.71,591.71,20,0,0.5,0.5,0.166667,0,0,11,1200,1019.527645,273.627647,0,12
C12424,2159.370933,1,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3,17,2500,1030.373212,521.492992,0,12
C12427,3778.609797,1,878.29,631.27,247.02,0,0.583333,0.5,0.25,0,0,13,8500,883.744982,858.064557,0,12
C12428,947.457151,1,1787.83,126.24,1661.59,458.961661,1,0.083333,1,0.083333,1,61,4000,574.055852,259.977392,0.166667,12
C12429,606.323282,1,299.9,299.9,0,0,0.25,0.25,0,0,0,3,4200,502.64224,204.447891,0,12
C12432,906.107168,1,2354.06,215.87,2138.19,0,1,0.333333,1,0,0,51,4000,2230.320729,224.547489,0,12
C12435,205.123752,1,2066.08,1245.3,820.78,0,1,1,1,0,0,41,7500,2597.718416,201.214315,0.916667,12
C12436,788.257316,1,9113.78,6138.57,2975.21,0,1,1,1,0,0,128,12000,7035.994095,243.938058,1,12
C12437,1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800,534.728641,892.117717,0,12
C12440,372.924756,0.909091,462.7,162.7,300,0,0.5,0.083333,0.416667,0,0,7,1800,1193.383862,114.183944,0.181818,12
C12444,6.121105,0.571429,233.9,233.9,0,0,0.428571,0.428571,0,0,0,5,10500,33.010201,53.9438,0,7
C12446,7803.470739,1,7184.73,6519.19,665.54,0,1,0.583333,0.916667,0,0,78,11500,2250.502094,3745.116848,0,12
C12449,152.227891,1,946,536,410,0,0.75,0.25,0.416667,0,0,18,6500,804.255916,169.229664,0.2,12
C12455,5082.971064,1,1893.89,1543.89,350,970.708796,1,1,0.416667,0.083333,1,27,9500,1607.021526,1480.26633,0,12
C12456,2817.403474,1,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500,3185.017063,1079.066979,0,12
C12460,7985.621826,1,123.24,123.24,0,7949.596045,0.166667,0.166667,0,0.666667,32,2,14500,9438.180272,1961.413154,0,12
C12463,109.594389,1,177,177,0,0,0.083333,0.083333,0,0,0,1,1950,170.47103,221.171027,0,12
C12471,608.752081,1,5446.88,3466.22,1980.66,0,0.916667,0.25,0.916667,0,0,45,9500,5623.305898,233.917424,1,12
C12475,34.387537,1,153.18,61.9,91.28,0,0.416667,0.083333,0.416667,0,0,11,2500,99.085409,145.637604,0,12
C12478,10.106017,0.727273,1160.66,34.9,1125.76,0,1,0.083333,0.916667,0,0,37,1500,1152.518504,32.376453,0.111111,12
C12480,611.561026,1,765,765,0,0,0.125,0.125,0,0,0,1,2000,204.464151,146.352314,0,8
C12481,4840.545574,1,1595.93,1595.93,0,4359.32575,0.454545,0.454545,0,0.545455,17,25,6000,905.844846,2376.919568,0.090909,11
C12487,14.871714,0.545455,62.7,62.7,0,0,0.083333,0.083333,0,0,0,1,3000,125.780361,164.519883,0,12
C12489,1902.665938,1,4666.51,4464.76,201.75,4120.44084,0.916667,0.833333,0.5,0.166667,10,46,7500,6153.484827,534.578893,0,12
C12491,229.540732,1,694.91,37.5,657.41,0,0.916667,0.166667,0.833333,0,0,15,7500,1016.090423,189.29217,0.083333,12
C12493,1264.152747,1,2358.28,2171.8,186.48,144.017573,1,0.5,0.833333,0.166667,2,28,2500,1175.753031,330.579046,0.166667,12
C12494,160.15008,1,1639.97,971.97,668,0,1,1,0.416667,0,0,20,7000,1579.491353,178.416176,0.916667,12
C12495,12856.15251,1,775.42,649.42,126,7362.379262,0.416667,0.25,0.333333,0.166667,11,16,14000,2885.335197,3331.513399,0,12
C12499,2376.483239,1,858.5,858.5,0,356.570057,0.333333,0.333333,0,0.166667,3,13,7000,748.290167,597.63665,0,12
C12504,1128.717636,1,55.69,55.69,0,56.453676,0.083333,0.083333,0,0.083333,1,3,1200,266.286419,544.723121,0,12
C12507,3490.186741,1,816,638.91,177.09,0,0.583333,0.25,0.5,0,0,15,11500,947.039165,1076.480794,0,12
C12511,4153.477506,1,561.25,375.25,186,1222.725542,0.333333,0.083333,0.166667,0.583333,15,4,8000,1854.156679,1172.150883,0,12
C12516,3008.66367,1,1137.62,659.62,478,3116.44095,0.75,0.416667,0.5,0.416667,12,16,6200,536.091856,981.877595,0,12
C12517,215.213174,1,2326.52,136.8,2189.72,0,1,0.166667,1,0,0,75,3500,2374.80576,177.683227,0.833333,12
C12518,96.155647,1,1070.73,432.8,637.93,0,1,1,0.75,0,0,27,10000,1229.025203,192.197394,1,12
C12519,1101.656754,1,1398.21,1243.5,154.71,0,0.75,0.416667,0.416667,0,0,16,7000,257.24454,346.844936,0,12
C12520,4779.786334,1,1470.24,882.78,587.46,4962.936839,1,0.416667,1,0.666667,33,29,7000,4760.677367,1393.490557,0,12
C12524,2856.16815,1,29.5,29.5,0,103.141056,0.1,0.1,0,0.3,4,1,3000,508.056466,1267.37587,0,10
C12527,1487.657507,1,4115.98,3975.98,140,0,0.75,0.666667,0.25,0,0,31,5000,3922.394684,474.667356,0.083333,12
C12529,107.944741,0.875,118.16,118.16,0,472.818286,0.125,0.125,0,0.125,1,2,2500,192.781455,56.999671,0.25,8
C12530,117.777688,0.727273,853.3,853.3,0,0,0.25,0.25,0,0,0,3,2000,851.921672,73.600798,0,12
C12531,862.481024,1,2267.38,1674.75,592.63,282.991201,1,1,0.666667,0.166667,2,41,4500,3644.186477,341.5862,0.333333,12
C12533,48.242289,0.727273,470.69,57,413.69,0,0.416667,0.083333,0.333333,0,0,5,18000,746.951133,156.812691,0.416667,12
C12534,490.368785,1,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500,3170.370677,269.655125,0.083333,12
C12537,510.504804,0.727273,57,57,0,10239.08859,0.083333,0.083333,0,0.166667,6,1,12500,15043.66508,256.881348,0.142857,12
C12541,6437.92423,1,716.76,54.46,662.3,2365.445125,1,0.083333,0.916667,0.416667,10,33,7000,1364.331914,1968.717366,0,12
C12542,407.177714,0.909091,4236.36,2325.16,1911.2,0,0.833333,0.5,0.75,0,0,29,18500,3746.674803,167.823077,1,12
C12547,6443.077147,0.909091,2155.13,1325.34,829.79,1650.039631,1,0.583333,1,0.416667,17,75,7500,9689.602075,3163.402977,0,12
C12548,4570.04875,1,888.98,888.98,0,1825.929322,0.416667,0.416667,0,0.166667,2,7,6000,1179.34586,1200.960907,0,12
C12549,3573.583803,0.888889,2513.46,2513.46,0,6181.23369,0.222222,0.222222,0,0.444444,12,6,9000,4776.370808,836.641054,0,9
C12550,96.699394,0.545455,1475.23,1475.23,0,0,1,1,0,0,0,14,4000,1595.023315,34.819015,0,12
C12551,4968.771623,1,3441.3,2416.7,1024.6,0,1,0.333333,0.833333,0,0,26,11500,1385.717858,1499.391822,0,12
C12554,166.258538,0.909091,1377.31,827.35,549.96,133.878836,1,0.083333,1,0.083333,1,14,16000,1770.052426,190.754221,0.090909,12
C12555,1589.449271,1,255.75,187,68.75,0,0.333333,0.166667,0.166667,0,0,5,3500,599.044421,586.693702,0,12
C12560,2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275,603.340807,0,12
C12567,112.01046,1,229,229,0,0,0.181818,0.181818,0,0,0,4,150,119.62682,252.515849,0,11
C12569,468.769607,1,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.75,19,12,4500,1368.204953,201.964603,0,12
C12571,1003.058842,1,1627,1627,0,0,0.333333,0.333333,0,0,0,12,1200,1897.171179,613.912928,0,12
C12572,220.938626,1,2310.61,1375.61,935,0,1,1,0.5,0,0,33,18000,2588.893066,190.034881,1,12
C12574,505.333425,0.909091,5176.62,5176.62,0,0,0.666667,0.666667,0,0,0,33,8500,4971.981428,172.888946,0.6,12
C12580,3312.222433,1,3729.7,2169.35,1560.35,0,1,1,1,0,0,81,8000,4974.329762,931.22828,0,12
C12596,5115.712849,1,4378.8,3195.58,1183.22,0,0.833333,0.333333,0.75,0,0,19,10000,2241.246911,1320.011574,0,12
C12597,984.724235,1,10243.48,4316.82,5926.66,0,1,0.333333,1,0,0,56,7500,11112.38396,252.899236,1,12
C12598,952.379745,1,481.75,431.75,50,0,0.833333,0.666667,0.416667,0,0,20,1200,449.280028,273.503587,0,12
C12599,160.681189,0.909091,993.5,896,97.5,0,0.333333,0.166667,0.166667,0,0,9,6500,980.963861,140.519148,0.090909,12
C12602,126.134681,1,1197.12,1197.12,0,0,1,1,0,0,0,12,9000,936.326494,180.002457,0.454545,12
C12603,1958.649839,0.857143,1759.46,1759.46,0,3240.789709,0.571429,0.571429,0,0.857143,16,11,7000,226.879675,415.235431,0,7
C12607,1667.269812,1,86.69,86.69,0,715.747319,0.083333,0.083333,0,0.083333,2,1,5500,313.750208,351.085178,0,12
C12611,772.206384,1,1319.19,1296.69,22.5,1581.026455,0.666667,0.666667,0.083333,0.333333,6,27,1200,2853.125011,528.790549,0.166667,12
C12613,66.65712,1,585.87,585.87,0,0,1,1,0,0,0,12,10000,570.478919,182.613309,1,12
C12618,956.303408,0.857143,1451.5,1451.5,0,0,0.571429,0.571429,0,0,0,54,1200,210.435488,886.458108,0,7
C12622,4936.913341,1,407.81,351.81,56,2790.468488,0.333333,0.25,0.083333,0.333333,7,4,5000,2189.546633,2473.447437,0,12
C12624,512.946312,1,4391.87,3943.37,448.5,422.496562,1,1,0.666667,0.166667,2,46,16500,4962.461845,175.713135,0.916667,12
C12625,680.889818,1,2445.24,2253.76,191.48,0,1,1,0.333333,0,0,36,3400,2082.619124,192.20043,0,12
C12627,1055.833418,1,351.54,61.54,290,0,1,0.083333,0.916667,0,0,13,3000,585.022975,251.539573,0,12
C12629,5906.184924,1,141.8,141.8,0,1651.286918,0.125,0.125,0,1.125,12,2,10000,933.969974,919.289675,0,8
C12633,462.598215,1,1319.26,1319.26,0,0,0.083333,0.083333,0,0,0,1,3500,98.018318,281.813294,0,12
C12634,195.575108,1,2984.34,2754.92,229.42,0,1,1,0.416667,0,0,28,14500,1885.940209,196.257674,1,12
C12640,237.861439,1,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200,589.35887,186.59462,0.083333,12
C12645,3470.333673,1,1184.98,757.95,427.03,6370.145895,0.5,0.333333,0.333333,0.666667,18,14,7000,4291.341088,946.341931,0,12
C12651,5097.916969,1,139.67,139.67,0,3365.390269,0.5,0.5,0,0.25,22,6,6000,3313.162847,2759.80377,0,12
C12658,234.183227,1,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500,1436.234437,169.80316,0.25,12
C12666,2490.787594,1,176.65,66.69,109.96,152.712134,1,0.25,0.833333,0.083333,1,14,2500,857.979134,746.423779,0,12
C12667,3212.093869,1,2203.68,1776.68,427,1076.466158,1,1,0.75,0.166667,3,25,6000,2007.453777,908.096391,0,12
C12669,11077.99148,1,3419.92,3419.92,0,7837.414142,0.5,0.5,0,0.583333,12,8,12000,10934.50273,7294.953939,0,12
C12670,899.195559,0.909091,921.94,256.1,665.84,5903.784384,0.916667,0.25,0.833333,0.333333,6,20,5000,6368.638423,288.469452,0.090909,12
C12672,846.223191,0.545455,437.6,437.6,0,4638.435613,0.083333,0.083333,0,0.333333,7,1,14500,1092.822745,203.614145,0,12
C12678,2740.10065,1,169.19,169.19,0,464.040014,0.083333,0.083333,0,0.083333,1,2,3200,1108.374243,625.831281,0,12
C12683,1238.049848,1,45.65,45.65,0,2475.656139,0.083333,0.083333,0,0.416667,10,1,1500,2643.105215,477.494152,0.083333,12
C12684,7801.511533,1,231.4,231.4,0,4109.465221,0.1,0.1,0,1.1,20,3,13500,1593.617739,1522.496755,0,10
C12686,1212.426549,1,265.22,265.22,0,0,0.166667,0.166667,0,0,0,2,3000,332.755679,441.115564,0,12
C12688,6493.033342,1,447.5,447.5,0,1664.47374,0.416667,0.416667,0,0.583333,8,6,8000,1907.59974,1874.457189,0,12
C12690,909.560162,1,912.1,669.88,242.22,752.060162,0.25,0.25,0.166667,0.416667,11,16,1200,1476.333722,668.368282,0.083333,12
C12691,3633.533005,1,383.2,383.2,0,49.167984,0.083333,0.083333,0,0.083333,1,2,11000,1061.683135,953.456332,0,12
C12693,86.547135,0.818182,789.45,789.45,0,0,0.416667,0.416667,0,0,0,5,2500,1370.171713,119.649702,0.111111,12
C12699,134.238558,1,420,287,133,0,0.583333,0.083333,0.416667,0,0,7,7500,519.436959,190.475641,0,12
C12701,749.168331,0.777778,164.9,164.9,0,1806.070919,0.111111,0.111111,0,0.666667,10,2,2000,190.995312,244.581997,0,9
C12705,549.915249,1,1556.66,912.7,643.96,0,1,1,1,0,0,41,11000,2285.324243,178.691151,0,12
C12706,0,0,1090.69,815.7,274.99,0,0.5,0.166667,0.416667,0,0,17,1800,0,,0,12
C12708,6810.401782,1,635.76,164.32,471.44,3863.40531,0.916667,0.083333,0.916667,0.25,13,17,10000,3161.148768,3781.907645,0,12
C12709,2917.656276,1,141.81,141.81,0,2431.292076,0.166667,0.166667,0,0.583333,10,2,8000,993.289914,1013.060637,0,12
C12712,2362.643772,1,2826.99,1496.59,1330.4,0,1,0.75,1,0,0,97,3000,1748.687628,984.331832,0,12
C12713,4164.796859,1,784.63,617.54,167.09,0,0.454545,0.454545,0.181818,0,0,16,9000,1072.433416,1311.061985,0,11
C12717,751.398349,1,1977.5,747.5,1230,611.974158,0.833333,0.5,0.5,0.083333,1,21,3500,1068.053378,267.917098,0.1,12
C12718,1510.111755,1,1895.25,541.57,1353.68,0,1,0.166667,0.75,0,0,23,9000,1711.89518,313.131912,0,12
C12720,6384.360491,1,1856.84,1394.21,462.63,2144.180453,0.333333,0.333333,0.166667,0.75,26,19,7500,2275.686606,1485.827109,0,12
C12722,9226.646604,1,671.31,671.31,0,6171.934509,0.5,0.5,0,0.5,12,12,12000,2726.318749,3129.402094,0,12
C12733,763.696095,1,1229.42,1229.42,0,0,1,1,0,0,0,34,7000,2422.735455,294.622525,0,12
C12735,745.157677,1,485.17,485.17,0,0,0.166667,0.166667,0,0,0,2,3000,191.111587,285.884887,0,12
C12736,32.915398,0.727273,192.99,68.6,124.39,0,0.333333,0.083333,0.25,0,0,5,6000,153.983501,137.922744,0.090909,12
C12745,57.257195,0.818182,472.5,472.5,0,0,0.75,0.75,0,0,0,9,7227.272727,598.240579,174.283792,0.9,12
C12749,7418.314012,1,901.62,858.82,42.8,0,0.333333,0.166667,0.166667,0,0,4,14500,2273.945099,1696.786737,0,12
C12752,41.217844,0.363636,221.48,221.48,0,0,0.25,0.25,0,0,0,4,13500,1242.51149,167.536373,0.666667,12
C12755,166.295463,0.909091,449.26,449.26,0,7894.578816,1,1,0,0.083333,1,12,9000,662.951526,183.275472,0.181818,12
C12760,142.278809,0.909091,164.68,32.74,131.94,0,0.833333,0.083333,0.666667,0,0,10,2500,539.762925,141.426265,0,12
C12763,432.793131,1,540.13,315.3,224.83,0,0.666667,0.166667,0.5,0,0,13,6500,737.522982,163.94759,0,12
C12764,127.808682,1,2802.08,2213.43,588.65,0,1,1,0.583333,0,0,36,6500,2384.646953,160.547945,0.363636,12
C12765,374.276019,1,3589.05,3138.48,450.57,0,1,0.833333,0.5,0,0,31,6000,3493.186695,173.108861,0.636364,12
C12773,5145.092629,1,1975.72,679.3,1296.42,11834.20581,0.833333,0.333333,0.833333,0.333333,8,33,13500,9059.242461,1748.463874,0,12
C12774,4659.388091,1,1754.19,764.16,990.03,1248.153277,1,0.5,1,0.333333,10,32,9500,1042.244606,1060.456777,0,12
C12775,2416.555714,1,2266.01,1291.62,974.39,0,0.916667,0.75,0.666667,0,0,46,4000,4075.880525,1439.224679,0,12
C12780,28.445432,0.545455,166.2,166.2,0,0,0.25,0.25,0,0,0,3,5500,236.022703,97.531842,0.181818,12
C12782,1258.769693,1,142,42,100,0,0.166667,0.083333,0.083333,0,0,2,1200,300.672826,6720.689968,0,12
C12787,499.409588,1,6636.91,6157.74,479.17,109.211535,1,0.583333,1,0.083333,1,44,8000,4290.962037,206.810115,0.8,12
C12790,201.463946,1,2364.85,2364.85,0,0,1,1,0,0,0,13,5000,1883.762278,134.457412,0.444444,12
C12792,35.942931,0.818182,425.67,257.72,167.95,0,0.333333,0.083333,0.166667,0,0,4,6500,439.687694,126.895337,0,12
C12793,440.186713,1,985.2,531,454.2,1055.502083,0.916667,0.25,0.916667,0.333333,12,19,6000,1670.869438,191.619507,0.083333,12
C12794,783.550476,0.777778,175.8,175.8,0,2052.878473,0.444444,0.444444,0,0.444444,6,5,2500,1647.886436,219.384407,0,9
C12795,511.569448,0.727273,2938.32,1685.35,1252.97,0,0.666667,0.5,0.583333,0,0,69,7500,832.586508,265.118787,0.166667,12
C12796,5901.592192,1,1704.95,1141.55,563.4,0,0.583333,0.25,0.333333,0,0,9,8000,1886.692272,1474.409318,0,12
C12799,1136.796512,1,869.38,391.86,477.52,0,1,1,0.5,0,0,23,7000,1785.242525,418.490057,0,12
C12801,858.180885,0.909091,3034.74,2214.86,819.88,418.127352,1,0.833333,1,0.166667,2,42,6500,5159.89613,312.167299,0.181818,12
C12802,2065.035103,1,1462.6,1262.6,200,0,0.583333,0.333333,0.416667,0,0,17,3500,3587.267621,533.024631,0.083333,12
C12803,16.052971,0.545455,127,127,0,0,0.166667,0.166667,0,0,0,2,4500,190.19504,141.377809,0,12
C12806,5266.121863,1,9030.08,6345.65,2684.43,0,0.916667,0.25,0.833333,0,0,28,6000,7973.983573,6567.292367,0.083333,12
C12807,6804.186841,1,640.03,227.6,412.43,1898.318709,0.416667,0.416667,0.416667,0.166667,4,20,7100,1891.669441,1979.44478,0,12
C12811,414.196362,0.909091,794.53,794.53,0,0,0.090909,0.090909,0,0,0,9,2000,814.33642,150.284972,0.1,11
C12813,30.530541,0.363636,360.1,192,168.1,0,0.333333,0.083333,0.25,0,0,6,1500,872.540799,177.17546,1,12
C12823,1465.716156,1,555.71,113.45,442.26,1304.049707,1,0.166667,0.916667,0.25,4,16,1800,566.364739,585.808957,0,12
C12824,2315.997841,1,3643.93,2971.8,672.13,780.459161,0.916667,0.583333,0.833333,0.083333,1,36,7500,1256.695062,680.435223,0,12
C12825,4202.1695,1,462,462,0,4776.10477,0.166667,0.166667,0,0.416667,10,2,8000,1010.799168,1541.756326,0,12
C12826,2085.013555,1,198.27,198.27,0,0,0.166667,0.166667,0,0,0,2,8000,748.549629,524.180778,0,12
C12829,1141.349418,1,6003.86,3474.35,2529.51,0,1,0.916667,1,0,0,110,2500,6848.237541,287.30865,0.083333,12
C12834,6671.450524,1,369.52,369.52,0,2578.596448,0.583333,0.583333,0,0.25,7,7,7500,1303.259619,3772.048542,0,12
C12836,343.003474,1,3429.49,2789.85,639.64,0,1,1,0.666667,0,0,40,10500,2700.228732,211.715095,0.416667,12
C12839,3569.826878,1,3056.06,1994.34,1061.72,0,1,1,0.833333,0,0,50,8500,2333.314296,899.222632,0,12
C12840,3412.603461,1,3790.29,1516.3,2273.99,1384.954139,1,0.75,1,0.333333,4,110,9500,3362.90923,915.744891,0,12
C12844,300.140362,1,2366.36,555,1811.36,0,1,0.166667,1,0,0,23,4000,2324.527168,184.880812,0.666667,12
C12845,267.88449,0.454545,129,129,0,2496.787814,0.083333,0.083333,0,0.25,3,1,12000,1974.293695,72.930255,0.090909,12
C12849,1197.052656,1,298.51,97.5,201.01,1362.13765,0.636364,0.090909,0.454545,0.090909,2,8,1700,2048.896136,486.579542,0.111111,11
C12853,2748.868773,1,598.5,598.5,0,0,0.333333,0.333333,0,0,0,34,2000,518.300462,28483.25483,0,12
C12857,1364.390161,1,786,646,140,0,0.5,0.166667,0.416667,0,0,10,5000,599.435586,323.619258,0,12
C12858,2274.992396,1,1794.82,1618.72,176.1,2373.651556,1,1,0.416667,0.416667,5,30,7000,722.123971,505.65312,0,12
C12864,937.052256,1,2003.98,455.62,1548.36,0,1,0.166667,1,0,0,49,1200,1033.879447,725.200106,0,12
C12866,111.902733,1,1554.86,1499.12,55.74,0,0.833333,0.833333,0.083333,0,0,25,4000,1411.67445,128.359788,0.272727,12
C12867,13.925681,0.272727,462.78,422.78,40,0,0.25,0.25,0.083333,0,0,17,2000,1047.090159,119.325453,1,12
C12869,13.75098,0.181818,214.38,214.38,0,0,0.083333,0.083333,0,0,0,1,1500,1458.242991,178.665615,0,12
C12877,5311.500998,1,2339.79,2339.79,0,5930.115233,1,1,0,0.25,8,12,6500,6865.05666,1486.657279,0,12
C12880,115.376754,1,448.15,448.15,0,0,1,1,0,0,0,13,9000,423.564594,174.871144,0,12
C12883,111.789941,1,1157.94,943.94,214,0,1,1,0.583333,0,0,22,7000,1209.840603,179.358734,0.916667,12
C12885,169.019496,1,4769.98,1164.35,3605.63,0,1,0.583333,1,0,0,56,4500,3998.399141,178.551031,1,12
C12887,111.729154,0.454545,824.1,824.1,0,344.286557,0.166667,0.166667,0,0.083333,2,9,6500,2961.848966,143.140487,1,12
C12888,2486.194077,1,2869.17,1761.23,1107.94,0,0.833333,0.5,0.666667,0,0,41,5500,718.693733,596.134475,0,12
C12892,2414.43578,1,689.4,689.4,0,1156.608975,1,1,0,0.25,3,12,8500,1582.886402,610.758681,0,12
C12893,2432.276042,1,7156.11,5921.26,1234.85,1543.726862,0.833333,0.833333,0.666667,0.166667,3,198,9500,1914.832296,621.422606,0.083333,12
C12894,1485.081634,1,48.22,48.22,0,106.224702,0.083333,0.083333,0,0.083333,1,1,1700,338.531014,542.822761,0,12
C12896,1738.802811,1,395,395,0,0,0.166667,0.166667,0,0,0,2,6000,566.494736,457.010558,0,12
C12901,750.070967,1,311.2,311.2,0,0,0.166667,0.166667,0,0,0,4,1000,544.179931,181.243059,0,12
C12904,877.603886,1,7786.4,215,7571.4,0,1,0.083333,1,0,0,68,6500,7328.487542,2494.776569,0.916667,12
C12908,2540.711001,1,844.38,844.38,0,197.620055,0.5,0.5,0,0.083333,1,11,7000,576.312714,532.652119,0,12
C12913,1659.414215,1,324,324,0,2039.735576,0.166667,0.166667,0,0.25,7,3,4000,510.211233,542.325234,0,12
C12915,335.360271,1,3237.47,3237.47,0,0,0.75,0.75,0,0,0,19,2000,3137.11501,124.831219,0.571429,12
C12916,8214.860286,1,5213.41,2396.6,2816.81,0,1,0.833333,0.916667,0,0,79,15000,2137.637765,2046.519248,0,12
C12917,745.72702,0.727273,137.7,35,102.7,0,0.166667,0.083333,0.166667,0,0,3,2000,2443.972329,3239.395001,0,12
C12923,160.530303,0.363636,299.38,299.38,0,836.768709,0.166667,0.166667,0,0.083333,4,5,1200,41.244164,89.772488,0,12
C12926,1647.990537,1,127.46,127.46,0,0,0.083333,0.083333,0,0,0,2,3500,414.257207,486.378735,0,12
C12932,67.86054,0.363636,295.64,189,106.64,0,0.666667,0.083333,0.666667,0,0,9,3000,374.782336,68.395337,0,12
C12934,5099.850196,1,805.45,695.9,109.55,587.441992,0.833333,0.416667,0.666667,0.25,4,22,5000,1922.297415,3777.37996,0,12
C12941,2017.948347,1,1137.55,1137.55,0,145.93864,0.333333,0.333333,0,0.166667,2,14,2500,2416.247973,667.805708,0,12
C12943,409.194212,0.545455,1213.23,1213.23,0,1751.419465,0.25,0.25,0,0.416667,8,9,6000,5997.800728,178.416838,0,12
C12944,3130.53708,1,428.16,428.16,0,688.362421,0.333333,0.333333,0,0.25,3,7,4300,734.931543,688.847827,0,12
C12948,1539.46423,1,629.78,423.89,205.89,0,0.333333,0.083333,0.166667,0,0,6,2000,559.336578,467.519551,0,12
C12954,5757.919072,1,5544.45,3169.2,2375.25,2722.524205,1,0.75,1,0.416667,8,59,7000,2370.147958,2411.305205,0,12
C12957,1497.869891,1,806.64,681.69,124.95,0,0.833333,0.75,0.416667,0,0,26,1700,826.296904,857.418392,0,12
C12959,1175.749847,1,848.26,115,733.26,1032.462268,0.916667,0.083333,0.833333,0.083333,2,12,1200,2117.531771,838.137478,0.083333,12
C12960,512.058666,0.818182,921.2,664.73,256.47,0,0.416667,0.166667,0.25,0,0,7,5500,1851.553319,786.58816,0,12
C12961,40.645069,1,636.83,636.83,0,0,0.666667,0.666667,0,0,0,8,7500,670.205252,182.978696,0.416667,12
C12962,12323.84536,1,989.32,989.32,0,0,0.090909,0.090909,0,0,0,2,18000,9542.247486,2540.084696,0,11
C12964,97.453056,0.818182,334.73,334.73,0,19.551802,0.083333,0.083333,0,0.083333,1,1,2500,234.271939,117.297542,0.25,12
C12965,346.782576,1,961.12,961.12,0,0,0.333333,0.333333,0,0,0,4,7000,409.11342,373.884808,0,12
C12966,32.228288,0.636364,73.45,73.45,0,0,0.166667,0.166667,0,0,0,2,4000,25.162565,163.322311,0,12
C12969,600.777518,1,760.38,269.53,490.85,0,1,0.166667,1,0,0,35,4500,829.712416,186.053091,0,12
C12974,2809.125422,1,65.5,65.5,0,0,0.083333,0.083333,0,0,0,1,3000,534.051634,1900.025531,0,12
C12977,162.722336,1,222.7,94.7,128,0,0.5,0.166667,0.333333,0,0,8,4250,367.719858,166.661302,0,12
C12978,4007.610043,1,83,83,0,9003.084705,0.083333,0.083333,0,0.25,12,1,10000,1308.070478,1221.251121,0,12
C12983,78.287038,1,1045.76,63.2,982.56,0,1,0.083333,1,0,0,25,7000,944.999337,133.973858,0.4,12
C12984,1307.937701,1,1280.58,237.4,1043.18,0,0.833333,0.083333,0.833333,0,0,28,1800,544.411381,337.179545,0,12
C12987,807.091888,1,1272.53,356.64,915.89,0,1,0.5,1,0,0,66,6000,2274.388713,227.352478,0.25,12
C12992,1109.109473,1,113,113,0,189.801109,0.1,0.1,0,0.1,1,2,2500,200.741855,234.552176,0,10
C12996,0,0,199.73,22,177.73,0,0.454545,0.090909,0.454545,0,0,6,9000,5557.460834,,0,11
C13001,241.097264,1,790.6,63.9,726.7,0,1,0.083333,1,0,0,42,1500,478.948292,168.169675,0.166667,12
